inventory_type,sectors_sector,category_full,category_label,source_full,source_label,source_units,concept,value,year
CLCPA Addition,Transportation,School Bus,School buses,Upstream Electricity,Upstream Electricity,VMT,tco2e_20_yr_gwp,0.0,2008
CLCPA Addition,Transportation,For Hire,For hire vehicles,Upstream Electricity,Upstream Electricity,VMT,tco2e_20_yr_gwp,0.0,2008
GPC,Transportation,Buses,Buses,Diesel,Diesel,VMT,tco2e_20_yr_gwp,536602.29,2008
GPC,Transportation,Buses,Buses,CNG,Natural gas,VMT,tco2e_20_yr_gwp,78047.34,2008
CLCPA Addition,Transportation,Buses,Buses,Upstream CNG,Upstream CNG,VMT,tco2e_20_yr_gwp,6493.53,2008
CLCPA Addition,Transportation,Buses,Buses,Downstream CNG,Downstream CNG,VMT,tco2e_20_yr_gwp,6493.53,2008
GPC,Transportation,Railways,Railways,Electricity - subway and commuter rail,Electricity,kWh,tco2e_20_yr_gwp,851345.05,2008
GPC,Transportation,Railways,Railways,Diesel - commuter rail,Diesel,gallon,tco2e_20_yr_gwp,14636.43,2008
CLCPA Addition,Transportation,Railways,Railways,Upstream Electricity,Upstream Electricity,kWh,tco2e_20_yr_gwp,753934.72,2008
GPC,Transportation,Marine Navigation,Marine Navigation,Diesel - marine navigation,Marine diesel,gallon,tco2e_20_yr_gwp,47088.31,2008
GPC,Transportation,Marine Navigation,Marine Navigation,Biofuel,Biofuel,gallon,tco2e_20_yr_gwp,0.0,2008
GPC,Transportation,Aviation,Aviation,Jet fuel - aviation,Jet fuel,gallon,tco2e_20_yr_gwp,1916.62,2008
GPC,Waste,Landfills,Landfills,Exported solid waste - landfills,CH4,MT,tco2e_20_yr_gwp,5621863.25,2008
GPC,Waste,Biological treatment,Biological treatment,CH4 and N2O - composting,CH4 and N2O from composting,MT,tco2e_20_yr_gwp,7612.28,2008
GPC,Waste,Wastewater treatment,Wastewater treatment,CH4 - wastewater treatment plants,CH4,MT,tco2e_20_yr_gwp,973289.23,2008
GPC,Waste,Wastewater treatment,Wastewater treatment,N2O - wastewater treatment plants,N2O,MT,tco2e_20_yr_gwp,79711.56,2008
GPC,Stationary Energy,Residential (small and large residential),Residential,#2 fuel oil,#2 fuel oil,gallon,consumed,146483621.5,2009
GPC,Stationary Energy,Residential (small and large residential),Residential,#4 fuel oil,#4 fuel oil,gallon,consumed,77040974.01,2009
GPC,Stationary Energy,Residential (small and large residential),Residential,#6 fuel oil,#6 fuel oil,gallon,consumed,202597911.87,2009
GPC,Stationary Energy,Residential (small and large residential),Residential,Biofuel,Biofuel,gallon,consumed,2148484.42,2009
GPC,Stationary Energy,Residential (small and large residential),Residential,Electricity,Electricity,kWh,consumed,15017935746.0,2009
GPC,Stationary Energy,Residential (small and large residential),Residential,Natural gas,Natural gas,SCF,consumed,138210347563.96,2009
GPC,Stationary Energy,Residential (small and large residential),Residential,Steam,Steam,kg,consumed,2699100715.2,2009
CLCPA Addition,Stationary Energy,Residential (small and large residential),Residential,Upstream Electricity,Upstream Electricity,kWh,consumed,15017935746.0,2009
CLCPA Addition,Stationary Energy,Residential (small and large residential),Residential,Upstream Steam,Upstream Steam,kg,consumed,2699100715.2,2009
CLCPA Addition,Stationary Energy,Residential (small and large residential),Residential,Upstream Natural gas,Upstream Natural gas,SCF,consumed,138210347563.96,2009
CLCPA Addition,Stationary Energy,Residential (small and large residential),Residential,Downstream Natural gas,Downstream Natural gas,SCF,consumed,138210347563.96,2009
GPC,Stationary Energy,"Commercial and Institutional (commercial, institutional, and streetlights)",Commercial and Institutional,#2 fuel oil,#2 fuel oil,gallon,consumed,83007242.71,2009
GPC,Stationary Energy,"Commercial and Institutional (commercial, institutional, and streetlights)",Commercial and Institutional,#4 fuel oil,#4 fuel oil,gallon,consumed,13750174.66,2009
GPC,Stationary Energy,"Commercial and Institutional (commercial, institutional, and streetlights)",Commercial and Institutional,#6 fuel oil,#6 fuel oil,gallon,consumed,24860787.33,2009
GPC,Stationary Energy,"Commercial and Institutional (commercial, institutional, and streetlights)",Commercial and Institutional,Biofuel,Biofuel,gallon,consumed,540834.11,2009
GPC,Stationary Energy,"Commercial and Institutional (commercial, institutional, and streetlights)",Commercial and Institutional,Electricity,Electricity,kWh,consumed,24621412737.13,2009
GPC,Stationary Energy,"Commercial and Institutional (commercial, institutional, and streetlights)",Commercial and Institutional,Natural gas,Natural gas,SCF,consumed,103526901941.59,2009
GPC,Stationary Energy,"Commercial and Institutional (commercial, institutional, and streetlights)",Commercial and Institutional,Steam,Steam,kg,consumed,5864620230.3,2009
CLCPA Addition,Stationary Energy,"Commercial and Institutional (commercial, institutional, and streetlights)",Commercial and Institutional,Upstream Electricity,Upstream Electricity,kWh,consumed,24621412737.13,2009
CLCPA Addition,Stationary Energy,"Commercial and Institutional (commercial, institutional, and streetlights)",Commercial and Institutional,Upstream Steam,Upstream Steam,kg,consumed,5864620230.3,2009
CLCPA Addition,Stationary Energy,"Commercial and Institutional (commercial, institutional, and streetlights)",Commercial and Institutional,Upstream Natural gas,Upstream Natural gas,SCF,consumed,103526901941.59,2009
CLCPA Addition,Stationary Energy,"Commercial and Institutional (commercial, institutional, and streetlights)",Commercial and Institutional,Downstream Natural gas,Downstream Natural gas,SCF,consumed,103526901941.59,2009
GPC,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,#2 fuel oil,#2 fuel oil,gallon,consumed,19136618.3,2009
GPC,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,#4 fuel oil,#4 fuel oil,gallon,consumed,2962524.44,2009
GPC,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,#6 fuel oil,#6 fuel oil,gallon,consumed,1919702.52,2009
GPC,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Biofuel,Biofuel,gallon,consumed,96009.6,2009
GPC,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Electricity,Electricity,kWh,consumed,8714209431.34,2009
GPC,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Natural gas,Natural gas,SCF,consumed,9080206125.67,2009
GPC,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Steam,Steam,kg,consumed,1759386069.09,2009
CLCPA Addition,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Upstream Electricity,Upstream Electricity,kWh,consumed,8714209431.34,2009
CLCPA Addition,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Upstream Steam,Upstream Steam,kg,consumed,1759386069.09,2009
CLCPA Addition,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Upstream Natural gas,Upstream Natural gas,SCF,consumed,9080206125.67,2009
CLCPA Addition,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Downstream Natural gas,Downstream Natural gas,SCF,consumed,9080206125.67,2009
GPC,Stationary Energy,Fugitive natural gas,Fugitive,CH4 - natural gas distribution,Fugitive CH4,GJ,consumed,469628.0,2009
GPC,Transportation,Passenger cars (public and private),Passenger cars,Gasoline,Gasoline,VMT,consumed,16579181773.8,2009
GPC,Transportation,Passenger cars (public and private),Passenger cars,Diesel,Diesel,VMT,consumed,132001246.54,2009
GPC,Transportation,Passenger cars (public and private),Passenger cars,CNG,Natural gas,VMT,consumed,0.0,2009
GPC,Transportation,Passenger cars (public and private),Passenger cars,Electricity,Electricity,VMT,consumed,727182.05,2009
GPC,Transportation,Passenger cars (public and private),Passenger cars,Other,Other,VMT,consumed,0.0,2009
GPC,Transportation,Medium duty trucks (public and private),Medium duty trucks,Gasoline,Gasoline,VMT,consumed,358613889.62,2009
GPC,Transportation,Medium duty trucks (public and private),Medium duty trucks,Diesel,Diesel,VMT,consumed,130817432.29,2009
GPC,Transportation,Medium duty trucks (public and private),Medium duty trucks,CNG,Natural gas,VMT,consumed,804560.59,2009
GPC,Transportation,Medium duty trucks (public and private),Medium duty trucks,Electricity,Electricity,VMT,consumed,0.0,2009
GPC,Transportation,Heavy duty trucks (public and private),Heavy duty trucks,Gasoline,Gasoline,VMT,consumed,0.0,2009
GPC,Transportation,Heavy duty trucks (public and private),Heavy duty trucks,Diesel,Diesel,VMT,consumed,542241514.98,2009
GPC,Transportation,Heavy duty trucks (public and private),Heavy duty trucks,CNG,Natural gas,VMT,consumed,0.0,2009
GPC,Transportation,Heavy duty trucks (public and private),Heavy duty trucks,Electricity,Electricity,VMT,consumed,0.0,2009
GPC,Transportation,Heavy duty trucks (public and private),Heavy duty trucks,Biofuel,Biofuel,VMT,consumed,0.0,2009
GPC,Transportation,Refuse Truck (public and private),Refuse trucks,Diesel,Diesel,VMT,consumed,39165356.54,2009
GPC,Transportation,Refuse Truck (public and private),Refuse trucks,CNG,Natural gas,VMT,consumed,0.0,2009
GPC,Transportation,Refuse Truck (public and private),Refuse trucks,Gasoline,Gasoline,VMT,consumed,0.0,2009
GPC,Transportation,For Hire,For hire vehicles,Gasoline,Gasoline,VMT,consumed,1983837259.92,2009
GPC,Transportation,For Hire,For hire vehicles,Diesel,Diesel,VMT,consumed,0.0,2009
GPC,Transportation,For Hire,For hire vehicles,Electricity,Electricity,VMT,consumed,0.0,2009
GPC,Transportation,School Bus,School buses,Gasoline,Gasoline,VMT,consumed,0.0,2009
GPC,Transportation,School Bus,School buses,Diesel,Diesel,VMT,consumed,56727554.55,2009
GPC,Transportation,School Bus,School buses,Electricity,Electricity,VMT,consumed,0.0,2009
CLCPA Addition,Transportation,Passenger cars (public and private),Passenger cars,Upstream CNG,Upstream CNG,VMT,consumed,0.0,2009
CLCPA Addition,Transportation,Passenger cars (public and private),Passenger cars,Downstream CNG,Downstream CNG,VMT,consumed,0.0,2009
CLCPA Addition,Transportation,Medium duty trucks (public and private),Medium duty trucks,Upstream CNG,Upstream CNG,VMT,consumed,804560.59,2009
CLCPA Addition,Transportation,Medium duty trucks (public and private),Medium duty trucks,Downstream CNG,Downstream CNG,VMT,consumed,804560.59,2009
CLCPA Addition,Transportation,Heavy duty trucks (public and private),Heavy duty trucks,Upstream CNG,Upstream CNG,VMT,consumed,0.0,2009
CLCPA Addition,Transportation,Heavy duty trucks (public and private),Heavy duty trucks,Downstream CNG,Downstream CNG,VMT,consumed,0.0,2009
CLCPA Addition,Transportation,Refuse Truck (public and private),Refuse trucks,Upstream CNG,Upstream CNG,VMT,consumed,0.0,2009
CLCPA Addition,Transportation,Refuse Truck (public and private),Refuse trucks,Downstream CNG,Downstream CNG,VMT,consumed,0.0,2009
CLCPA Addition,Transportation,Passenger cars (public and private),Passenger cars,Upstream Electricity,Upstream Electricity,VMT,consumed,727182.05,2009
CLCPA Addition,Transportation,Medium duty trucks (public and private),Medium duty trucks,Upstream Electricity,Upstream Electricity,VMT,consumed,0.0,2009
CLCPA Addition,Transportation,Heavy duty trucks (public and private),Heavy duty trucks,Upstream Electricity,Upstream Electricity,VMT,consumed,0.0,2009
CLCPA Addition,Transportation,School Bus,School buses,Upstream Electricity,Upstream Electricity,VMT,consumed,0.0,2009
CLCPA Addition,Transportation,For Hire,For hire vehicles,Upstream Electricity,Upstream Electricity,VMT,consumed,0.0,2009
GPC,Transportation,Buses,Buses,Diesel,Diesel,VMT,consumed,267982573.48,2009
GPC,Transportation,Buses,Buses,CNG,Natural gas,VMT,consumed,40570785.48,2009
CLCPA Addition,Transportation,Buses,Buses,Upstream CNG,Upstream CNG,VMT,consumed,40570785.48,2009
CLCPA Addition,Transportation,Buses,Buses,Downstream CNG,Downstream CNG,VMT,consumed,40570785.48,2009
GPC,Transportation,Railways,Railways,Electricity - subway and commuter rail,Electricity,kWh,consumed,2382461920.32,2009
GPC,Transportation,Railways,Railways,Diesel - commuter rail,Diesel,gallon,consumed,1364645.28,2009
CLCPA Addition,Transportation,Railways,Railways,Upstream Electricity,Upstream Electricity,kWh,consumed,2382461920.32,2009
GPC,Transportation,Marine Navigation,Marine Navigation,Diesel - marine navigation,Marine diesel,gallon,consumed,4353756.39,2009
GPC,Transportation,Marine Navigation,Marine Navigation,Biofuel,Biofuel,gallon,consumed,0.0,2009
GPC,Transportation,Aviation,Aviation,Jet fuel - aviation,Jet fuel,gallon,consumed,214669.87,2009
GPC,Waste,Landfills,Landfills,Exported solid waste - landfills,CH4,MT,consumed,6235455.51,2009
GPC,Waste,Biological treatment,Biological treatment,CH4 and N2O - composting,CH4 and N2O from composting,MT,consumed,20689.42,2009
GPC,Waste,Wastewater treatment,Wastewater treatment,CH4 - wastewater treatment plants,CH4,MT,consumed,10704.3,2009
GPC,Waste,Wastewater treatment,Wastewater treatment,N2O - wastewater treatment plants,N2O,MT,consumed,294.02,2009
GPC,Stationary Energy,Residential (small and large residential),Residential,#2 fuel oil,#2 fuel oil,gallon,tco2e_100_yr_gwp,1515553.24,2009
GPC,Stationary Energy,Residential (small and large residential),Residential,#4 fuel oil,#4 fuel oil,gallon,tco2e_100_yr_gwp,847207.73,2009
GPC,Stationary Energy,Residential (small and large residential),Residential,#6 fuel oil,#6 fuel oil,gallon,tco2e_100_yr_gwp,2290799.91,2009
GPC,Stationary Energy,Residential (small and large residential),Residential,Biofuel,Biofuel,gallon,tco2e_100_yr_gwp,14.26,2009
GPC,Stationary Energy,Residential (small and large residential),Residential,Electricity,Electricity,kWh,tco2e_100_yr_gwp,5026654.97,2009
GPC,Stationary Energy,Residential (small and large residential),Residential,Natural gas,Natural gas,SCF,tco2e_100_yr_gwp,7531916.21,2009
GPC,Stationary Energy,Residential (small and large residential),Residential,Steam,Steam,kg,tco2e_100_yr_gwp,385545.34,2009
CLCPA Addition,Stationary Energy,Residential (small and large residential),Residential,Upstream Electricity,Upstream Electricity,kWh,tco2e_100_yr_gwp,0.0,2009
CLCPA Addition,Stationary Energy,Residential (small and large residential),Residential,Upstream Steam,Upstream Steam,kg,tco2e_100_yr_gwp,0.0,2009
CLCPA Addition,Stationary Energy,Residential (small and large residential),Residential,Upstream Natural gas,Upstream Natural gas,SCF,tco2e_100_yr_gwp,0.0,2009
CLCPA Addition,Stationary Energy,Residential (small and large residential),Residential,Downstream Natural gas,Downstream Natural gas,SCF,tco2e_100_yr_gwp,0.0,2009
GPC,Stationary Energy,"Commercial and Institutional (commercial, institutional, and streetlights)",Commercial and Institutional,#2 fuel oil,#2 fuel oil,gallon,tco2e_100_yr_gwp,858812.02,2009
GPC,Stationary Energy,"Commercial and Institutional (commercial, institutional, and streetlights)",Commercial and Institutional,#4 fuel oil,#4 fuel oil,gallon,tco2e_100_yr_gwp,151208.55,2009
GPC,Stationary Energy,"Commercial and Institutional (commercial, institutional, and streetlights)",Commercial and Institutional,#6 fuel oil,#6 fuel oil,gallon,tco2e_100_yr_gwp,281104.03,2009
GPC,Stationary Energy,"Commercial and Institutional (commercial, institutional, and streetlights)",Commercial and Institutional,Biofuel,Biofuel,gallon,tco2e_100_yr_gwp,3.59,2009
GPC,Stationary Energy,"Commercial and Institutional (commercial, institutional, and streetlights)",Commercial and Institutional,Electricity,Electricity,kWh,tco2e_100_yr_gwp,8241035.83,2009
GPC,Stationary Energy,"Commercial and Institutional (commercial, institutional, and streetlights)",Commercial and Institutional,Natural gas,Natural gas,SCF,tco2e_100_yr_gwp,5641805.88,2009
GPC,Stationary Energy,"Commercial and Institutional (commercial, institutional, and streetlights)",Commercial and Institutional,Steam,Steam,kg,tco2e_100_yr_gwp,837714.94,2009
CLCPA Addition,Stationary Energy,"Commercial and Institutional (commercial, institutional, and streetlights)",Commercial and Institutional,Upstream Electricity,Upstream Electricity,kWh,tco2e_100_yr_gwp,0.0,2009
CLCPA Addition,Stationary Energy,"Commercial and Institutional (commercial, institutional, and streetlights)",Commercial and Institutional,Upstream Steam,Upstream Steam,kg,tco2e_100_yr_gwp,0.0,2009
CLCPA Addition,Stationary Energy,"Commercial and Institutional (commercial, institutional, and streetlights)",Commercial and Institutional,Upstream Natural gas,Upstream Natural gas,SCF,tco2e_100_yr_gwp,0.0,2009
CLCPA Addition,Stationary Energy,"Commercial and Institutional (commercial, institutional, and streetlights)",Commercial and Institutional,Downstream Natural gas,Downstream Natural gas,SCF,tco2e_100_yr_gwp,0.0,2009
GPC,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,#2 fuel oil,#2 fuel oil,gallon,tco2e_100_yr_gwp,197991.85,2009
GPC,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,#4 fuel oil,#4 fuel oil,gallon,tco2e_100_yr_gwp,32578.43,2009
GPC,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,#6 fuel oil,#6 fuel oil,gallon,tco2e_100_yr_gwp,21706.32,2009
GPC,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Biofuel,Biofuel,gallon,tco2e_100_yr_gwp,0.64,2009
GPC,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Electricity,Electricity,kWh,tco2e_100_yr_gwp,2916734.02,2009
GPC,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Natural gas,Natural gas,SCF,tco2e_100_yr_gwp,494835.25,2009
GPC,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Steam,Steam,kg,tco2e_100_yr_gwp,251314.48,2009
CLCPA Addition,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Upstream Electricity,Upstream Electricity,kWh,tco2e_100_yr_gwp,0.0,2009
CLCPA Addition,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Upstream Steam,Upstream Steam,kg,tco2e_100_yr_gwp,0.0,2009
CLCPA Addition,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Upstream Natural gas,Upstream Natural gas,SCF,tco2e_100_yr_gwp,0.0,2009
CLCPA Addition,Stationary Energy,Manufacturing and Construction (Industrial),Manufacturing and Construction,Downstream Natural gas,Downstream Natural gas,SCF,tco2e_100_yr_gwp,0.0,2009
GPC,Stationary Energy,Fugitive natural gas,Fugitive,CH4 - natural gas distribution,Fugitive CH4,GJ,tco2e_100_yr_gwp,219363.13,2009
GPC,Transportation,Passenger cars (public and private),Passenger cars,Gasoline,Gasoline,VMT,tco2e_100_yr_gwp,10698461.71,2009
GPC,Transportation,Passenger cars (public and private),Passenger cars,Diesel,Diesel,VMT,tco2e_100_yr_gwp,108974.5,2009
GPC,Transportation,Passenger cars (public and private),Passenger cars,CNG,Natural gas,VMT,tco2e_100_yr_gwp,0.0,2009
GPC,Transportation,Passenger cars (public and private),Passenger cars,Electricity,Electricity,VMT,tco2e_100_yr_gwp,73.02,2009
GPC,Transportation,Passenger cars (public and private),Passenger cars,Other,Other,VMT,tco2e_100_yr_gwp,0.0,2009
GPC,Transportation,Medium duty trucks (public and private),Medium duty trucks,Gasoline,Gasoline,VMT,tco2e_100_yr_gwp,262926.25,2009
GPC,Transportation,Medium duty trucks (public and private),Medium duty trucks,Diesel,Diesel,VMT,tco2e_100_yr_gwp,126111.55,2009
GPC,Transportation,Medium duty trucks (public and private),Medium duty trucks,CNG,Natural gas,VMT,tco2e_100_yr_gwp,474.13,2009
GPC,Transportation,Medium duty trucks (public and private),Medium duty trucks,Electricity,Electricity,VMT,tco2e_100_yr_gwp,0.0,2009
GPC,Transportation,Heavy duty trucks (public and private),Heavy duty trucks,Gasoline,Gasoline,VMT,tco2e_100_yr_gwp,0.0,2009
GPC,Transportation,Heavy duty trucks (public and private),Heavy duty trucks,Diesel,Diesel,VMT,tco2e_100_yr_gwp,1244655.21,2009
GPC,Transportation,Heavy duty trucks (public and private),Heavy duty trucks,CNG,Natural gas,VMT,tco2e_100_yr_gwp,0.0,2009
GPC,Transportation,Heavy duty trucks (public and private),Heavy duty trucks,Electricity,Electricity,VMT,tco2e_100_yr_gwp,0.0,2009
GPC,Transportation,Heavy duty trucks (public and private),Heavy duty trucks,Biofuel,Biofuel,VMT,tco2e_100_yr_gwp,0.0,2009
GPC,Transportation,Refuse Truck (public and private),Refuse trucks,Diesel,Diesel,VMT,tco2e_100_yr_gwp,62596.54,2009
GPC,Transportation,Refuse Truck (public and private),Refuse trucks,CNG,Natural gas,VMT,tco2e_100_yr_gwp,0.0,2009
GPC,Transportation,Refuse Truck (public and private),Refuse trucks,Gasoline,Gasoline,VMT,tco2e_100_yr_gwp,0.0,2009
GPC,Transportation,For Hire,For hire vehicles,Gasoline,Gasoline,VMT,tco2e_100_yr_gwp,1263872.29,2009
GPC,Transportation,For Hire,For hire vehicles,Diesel,Diesel,VMT,tco2e_100_yr_gwp,0.0,2009
GPC,Transportation,For Hire,For hire vehicles,Electricity,Electricity,VMT,tco2e_100_yr_gwp,0.0,2009
GPC,Transportation,School Bus,School buses,Gasoline,Gasoline,VMT,tco2e_100_yr_gwp,0.0,2009
GPC,Transportation,School Bus,School buses,Diesel,Diesel,VMT,tco2e_100_yr_gwp,54686.9,2009
GPC,Transportation,School Bus,School buses,Electricity,Electricity,VMT,tco2e_100_yr_gwp,0.0,2009
CLCPA Addition,Transportation,Passenger cars (public and private),Passenger cars,Upstream CNG,Upstream CNG,VMT,tco2e_100_yr_gwp,0.0,2009
CLCPA Addition,Transportation,Passenger cars (public and private),Passenger cars,Downstream CNG,Downstream CNG,VMT,tco2e_100_yr_gwp,0.0,2009
CLCPA Addition,Transportation,Medium duty trucks (public and private),Medium duty trucks,Upstream CNG,Upstream CNG,VMT,tco2e_100_yr_gwp,0.0,2009
CLCPA Addition,Transportation,Medium duty trucks (public and private),Medium duty trucks,Downstream CNG,Downstream CNG,VMT,tco2e_100_yr_gwp,0.0,2009
CLCPA Addition,Transportation,Heavy duty trucks (public and private),Heavy duty trucks,Upstream CNG,Upstream CNG,VMT,tco2e_100_yr_gwp,0.0,2009
CLCPA Addition,Transportation,Heavy duty trucks (public and private),Heavy duty trucks,Downstream CNG,Downstream CNG,VMT,tco2e_100_yr_gwp,0.0,2009
CLCPA Addition,Transportation,Refuse Truck (public and private),Refuse trucks,Upstream CNG,Upstream CNG,VMT,tco2e_100_yr_gwp,0.0,2009
CLCPA Addition,Transportation,Refuse Truck (public and private),Refuse trucks,Downstream CNG,Downstream CNG,VMT,tco2e_100_yr_gwp,0.0,2009
CLCPA Addition,Transportation,Passenger cars (public and private),Passenger cars,Upstream Electricity,Upstream Electricity,VMT,tco2e_100_yr_gwp,0.0,2009
CLCPA Addition,Transportation,Medium duty trucks (public and private),Medium duty trucks,Upstream Electricity,Upstream Electricity,VMT,tco2e_100_yr_gwp,0.0,2009
CLCPA Addition,Transportation,Heavy duty trucks (public and private),Heavy duty trucks,Upstream Electricity,Upstream Electricity,VMT,tco2e_100_yr_gwp,0.0,2009
CLCPA Addition,Transportation,School Bus,School buses,Upstream Electricity,Upstream Electricity,VMT,tco2e_100_yr_gwp,0.0,2009
CLCPA Addition,Transportation,For Hire,For hire vehicles,Upstream Electricity,Upstream Electricity,VMT,tco2e_100_yr_gwp,0.0,2009
GPC,Transportation,Buses,Buses,Diesel,Diesel,VMT,tco2e_100_yr_gwp,530313.98,2009
GPC,Transportation,Buses,Buses,CNG,Natural gas,VMT,tco2e_100_yr_gwp,74336.25,2009
CLCPA Addition,Transportation,Buses,Buses,Upstream CNG,Upstream CNG,VMT,tco2e_100_yr_gwp,0.0,2009
CLCPA Addition,Transportation,Buses,Buses,Downstream CNG,Downstream CNG,VMT,tco2e_100_yr_gwp,0.0,2009
GPC,Transportation,Railways,Railways,Electricity - subway and commuter rail,Electricity,kWh,tco2e_100_yr_gwp,797434.1,2009
GPC,Transportation,Railways,Railways,Diesel - commuter rail,Diesel,gallon,tco2e_100_yr_gwp,14119.96,2009
CLCPA Addition,Transportation,Railways,Railways,Upstream Electricity,Upstream Electricity,kWh,tco2e_100_yr_gwp,0.0,2009
GPC,Transportation,Marine Navigation,Marine Navigation,Diesel - marine navigation,Marine diesel,gallon,tco2e_100_yr_gwp,45824.76,2009
GPC,Transportation,Marine Navigation,Marine Navigation,Biofuel,Biofuel,gallon,tco2e_100_yr_gwp,0.0,2009
GPC,Transportation,Aviation,Aviation,Jet fuel - aviation,Jet fuel,gallon,tco2e_100_yr_gwp,1801.49,2009
GPC,Waste,Landfills,Landfills,Exported solid waste - landfills,CH4,MT,tco2e_100_yr_gwp,1896282.11,2009
GPC,Waste,Biological treatment,Biological treatment,CH4 and N2O - composting,CH4 and N2O from composting,MT,tco2e_100_yr_gwp,4003.4,2009
GPC,Waste,Wastewater treatment,Wastewater treatment,CH4 - wastewater treatment plants,CH4,MT,tco2e_100_yr_gwp,298649.93,2009
GPC,Waste,Wastewater treatment,Wastewater treatment,N2O - wastewater treatment plants,N2O,MT,tco2e_100_yr_gwp,80266.29,2009
GPC,Stationary Energy,Residential (small and large residential),Residential,#2 fuel oil,#2 fuel oil,gallon,source_mmbtu,20416887.16,2009
GPC,Stationary Energy,Residential (small and large residential),Residential,#4 fuel oil,#4 fuel oil,gallon,source_mmbtu,11360462.03,2009
GPC,Stationary Energy,Residential (small and large residential),Residential,#6 fuel oil,#6 fuel oil,gallon,source_mmbtu,30693583.65,2009
GPC,Stationary Energy,Residential (small and large residential),Residential,Biofuel,Biofuel,gallon,source_mmbtu,277756.07,2009
GPC,Stationary Energy,Residential (small and large residential),Residential,Electricity,Electricity,kWh,source_mmbtu,130665051.75,2009
GPC,Stationary Energy,Residential (small and large residential),Residential,Natural gas,Natural gas,SCF,source_mmbtu,148894007.43,2009
GPC,Stationary Energy,Residential (small and large residential),Residential,Steam,Steam,kg,source_mmbtu,8525881.2,2009
CLCPA Addition,Stationary Energy,Residential (small and large residential),Residential,Upstream Electricity,Upstream Electricity,kWh,source_mmbtu,130665051.75,2009
CLCPA Addition,Stationary Energy,Residential (small and large residential),Residential,Upstream Steam,Upstream Steam,kg,source_mmbtu,8525881.2,2009
CLCPA Addition,Stationary Energy,Residential (small and large residential),Residential,Upstream Natural gas,Upstream Natural gas,SCF,source_mmbtu,148894007.43,2009
CLCPA Addition,Stationary Energy,Residential (small and large residential),Residential,Downstream Natural gas,Downstream Natural gas,SCF,source_mmbtu,148894007.43,2009
GPC,Stationary Energy,"Commercial and Institutional (commercial, institutional, and streetlights)",Commercial and Institutional,#2 fuel oil,#2 fuel oil,gallon,source_mmbtu,11569549.49,2009
GPC,Stationary Energy,"Commercial and Institutional (commercial, institutional, and streetlights)",Commercial and Institutional,#4 fuel oil,#4 fuel oil,gallon,source_mmbtu,2027600.76,2009
GPC,Stationary Energy,"Commercial and Institutional (commercial, institutional, and streetlights)",Commercial and Institutional,#6 fuel oil,#6 fuel oil,gallon,source_mmbtu,3766409.28,2009
GPC,Stationary Energy,"Commercial and Institutional (commercial, institutional, and streetlights)",Commercial and Institutional,Biofuel,Biofuel,gallon,source_mmbtu,69919.03,2009
GPC,Stationary Energy,"Commercial and Institutional (commercial, institutional, and streetlights)",Commercial and Institutional,Electricity,Electricity,kWh,source_mmbtu,214221063.66,2009
GPC,Stationary Energy,"Commercial and Institutional (commercial, institutional, and streetlights)",Commercial and Institutional,Natural gas,Natural gas,SCF,source_mmbtu,111529531.46,2009
GPC,Stationary Energy,"Commercial and Institutional (commercial, institutional, and streetlights)",Commercial and Institutional,Steam,Steam,kg,source_mmbtu,18525079.51,2009
CLCPA Addition,Stationary Energy,"Commercial and Institutional (commercial, institutional, and streetlights)",Commercial and Institutional,Upstream Electricity,Upstream Electricity,kWh,source_mmbtu,214221063.66,2009
CLCPA Addition,Stationary Energy,"Commercial and Institutional (commercial, institutional, and streetlights)",Commercial and Institutional,Upstream Steam,Upstream Steam,kg,source_mmbtu,18525079.51,2009
CLCPA Addition,Stationary Energy,"Commercial and Institutional (commercial, institutional, and streetlights)",Commercial and Institutional,Upstream Natural gas,Upstream Natural gas,SCF,source_mmbtu,111529531.46,2009
